"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Physical","Horizon","BOOK","2016","10","8","A Crankenstein valentine / written by Samantha Berger ; illustrated by Dan Santat.","Berger, Samantha","Valentines Day Juvenile fiction, Monsters Juvenile fiction, Valentines Day Fiction, Monsters Fiction","Little, Brown and Company,","2014."
"Digital","OverDrive","AUDIOBOOK","2016","10","1","Three Days to Dead: Dreg City Series, Book 1 (unabridged) (Unabridged)","Kelly Meding","Fantasy, Fiction","Tantor Media, Inc","2011"
"Physical","Horizon","VIDEODISC","2016","10","2","Le démantèlement [videorecording] = The auction / Film Movement ; Seville ; ACPAV ; en collaboration avec Super Ecran, Radio Canada ; produit par Bernadette Payeur, Marc Daigle ; écrit et réalisé par Sébastien Pilote.",,"Farmers Drama, Farms Drama, Fathers and daughters Drama, Feature films, Fiction films, Motion pictures French, Video recordings for the hearing impaired","Film Movement ; Distributed by RB Media,","2014."
"Physical","Horizon","BOOK","2016","10","1","Frogs are funny! : the most sensational, inspirational, celebrational, muppetational, Muppets joke book ever! / by the Muppets with Brandon T. Snider.","Snider, Brandon T.","Joking Juvenile literature, Muppets Fictitious characters Juvenile literature, Wit and humor Juvenile","Little Brown and Co ,","2011."
"Physical","Horizon","BOOK","2016","10","1","CEO of me : creating a life that works in the flexible job age / Ellen Ernst Kossek and Brenda A. Lautsch.","Kossek, Ellen Ernst","Work and family United States, Flextime United States, Time management United States, Self management Psychology United States, Quality of work life United States","Wharton School Pub.,","c2008."
"Physical","Horizon","BOOK","2016","10","8","Applesauce season / Eden Ross Lipson ; illustrated by Mordicai Gerstein.","Lipson, Eden Ross","Applesauce Juvenile fiction, Apples Juvenile fiction, Autumn Juvenile fiction, Cooking Apples Juvenile fiction","Roaring Brook Press,","2009."
"Digital","OverDrive","EBOOK","2016","10","1","Recklessly Yours: Her Majesty's Secret Servants Series, Book 3","Allison Chase","Fiction, Historical Fiction, Romance","Penguin Group (USA), Inc.","2013"
"Physical","Horizon","ER, SOUNDDISC","2016","10","4","Brain maker : [the power of gut microbes to heal and protect your brain for life] / David Perlmutter, with Kristin Loberg.","Perlmutter, David, 1954-","Intestines Microbiology, Human body Microbiology, Brain Diseases, Audiobooks","Blackstone Audio, Inc. ; Hachette Audio,","[2015]"
"Digital","OverDrive","EBOOK","2016","10","1","You Belong to Me: Cardinia's Royal Family Series, Book 2","Johanna Lindsey","Fiction, Historical Fiction, Romance","HarperCollins Publishers Inc.","2011"
"Physical","Horizon","BOOK","2016","10","1","Skip-beat! 34 / story & art by Yoshiki Nakamura ; English translation & adaptation, Tomo Kimura ; touch-up art & lettering, Sabrina Heep.","Nakamura, Yoshiki","Singers Comic books strips etc, Fame Comic books strips etc, Actors Comic books strips etc, Administrative assistants Comic books strips etc, Man woman relationships Comic books strips etc, Graphic novels","Viz Media,","[2015]"
"Physical","Horizon","SOUNDDISC","2016","10","1","Waldszenen [sound recording] ; G minor sonata ; Gesänge der Frühe / Schumann.","Schumann, Robert, 1810-1856","Sonatas Piano, Piano music","Decca,","p2013."
"Physical","Horizon","VIDEODISC","2016","10","11","Perry Mason movie collection double feature. 13 [videorecording] / CBS Broadcasting.",,"Mason Perry Fictitious character Drama, Murder Investigation Drama, Made for TV movies, Legal television programs, Fiction television programs, Detective and mystery television programs, Video recordings for the hearing impaired","CBS DVD / Paramount,","[2016]"
"Physical","Horizon","BOOK","2016","10","1","A devil and her love song. Volume 1 / story & art by Miyoshi Tomori ; [English adaptation, Ysabet MacFarlane ; translation, JN Productions ; touch-up art & lettering, Monalisa de Asis].","Tōmori, Miyoshi","Teenage girls Comic books strips etc, High schools Comic books strips etc, Interpersonal relations Comic books strips etc, Romance comic books strips etc, Graphic novels","Viz Media,","[2012]"
"Physical","Horizon","SOUNDDISC","2016","10","3","Genius [sound recording] : the ultimate Ray Charles collection.","Charles, Ray, 1930-2004","Soul music, Rhythm and blues music, Popular music, Blues Music","Concord Records,","p2009."
"Physical","Horizon","VIDEODISC","2016","10","3","My brilliant career [videorecording] / Margaret Fink Films ; screenplay, Eleanor Witcombe ; producer, Margaret Fink ; director, Gill Armstrong.",,"Feature films, Man woman relationships Drama, Gifted women Drama, Video recordings for the hearing impaired","Blue Underground,","c2005."
"Physical","Horizon","BOOK","2016","10","10","Code name Verity / Elizabeth Wein.","Wein, Elizabeth","Women air pilots Juvenile fiction, Air pilots Juvenile fiction, World War 1939 1945 Juvenile fiction, Friendship Fiction, Nazis Juvenile fiction, Spies Fiction, Insurgency Juvenile fiction, Great Britain History 1936 1945 Juvenile fiction, France History German occupation 1940 1945 Juvenile fiction","Hyperion Books,","c2012."
"Digital","OverDrive","EBOOK","2016","10","1","Tammy Wynette: Tragic Country Queen","Jimmy McDonough","Biography & Autobiography, Nonfiction, Performing Arts","Penguin Group (USA), Inc.","2010"
"Digital","OverDrive","EBOOK","2016","10","1","Bukowski in a Sundress: Confessions from a Writing Life","Kim Addonizio","Biography & Autobiography, Literary Criticism, Nonfiction","Penguin Group (USA), Inc.","2016"
"Physical","Horizon","BOOK","2016","10","1","Nauchnye fokusy i zagadki / ︠I︡A.I. Perelʹman.","Perelʹman, ︠I︡A. I. (︠I︡Akov Isidorovich), 1882-1942","Magic tricks","AST : Astrelʹ : AST Moskva,","2009."
"Digital","Freegal","SONG","2016","10","1","Te Deum: Verses 5 - 6","Arvo Part",,,
"Physical","Horizon","BOOK","2016","10","1","Frida Kahlo / edited by Elizabeth Carpenter ; texts by Elizabeth Carpenter, Hayden Herrera, and Victor Zamudio Taylor.","Kahlo, Frida","Kahlo Frida Self portraits Exhibitions, Kahlo Frida Exhibitions","Walker Art Center,","c2007."
"Digital","OverDrive","EBOOK","2016","10","1","Catnapped!: Dead-End Job Series, Book 13","Elaine Viets","Fiction, Mystery","Penguin Group (USA), Inc.","2014"
"Digital","OverDrive","EBOOK","2016","10","1","Firestorm: Anna Pigeon Series, Book 4","Nevada Barr","Fiction, Mystery","Penguin Group (USA), Inc.","2010"
"Digital","Hoopla","MOVIE","2016","10","1","Red Corner",,"Action & Adventure, Crime, Drama, Suspense / Thriller","MGM",
"Digital","OverDrive","AUDIOBOOK","2016","10","1","The Vows of Silence: Simon Serrailler Series, Book 4 (unabridged) (Unabridged)","Susan Hill","Fiction, Mystery","Blackstone Audio, Inc.","2012"
"Physical","Horizon","SOUNDDISC","2016","10","2","Bluesamericana [sound recording] / Keb' Mo'.","Keb' Mo' (Musician)","Blues Music 2011 2020","Kind of Blue Music,","[2014]"
"Physical","Horizon","SOUNDDISC","2016","10","3","Home by nightfall [sound recording] / Charles Finch.","Finch, Charles (Charles B.)","Lenox Charles Fictitious character Fiction, Private investigators England London Fiction, Country homes Fiction, London England Social life and customs 19th century Fiction, Audiobooks, Detective and mystery fiction","Brilliance Audio,","[2015]"
"Digital","OverDrive","EBOOK","2016","10","1","The Rescuers","Margery Sharp","Classic Literature, Young Adult Fiction","Random House, Inc.","2012"
"Digital","Freegal","SONG","2016","10","1","Isle of Man (Live)","Ministry",,,
"Physical","Horizon","BOOK","2016","10","1","Louis I. Kahn : light and space / Urs Büttiker.","Büttiker, Urs, 1952-","Kahn Louis I 1901 1974 Criticism and interpretation, Space Architecture United States, Architecture United States History 20th century","Whitney Library of Design,","1994."
"Physical","Horizon","ER","2016","10","1","Business and legal forms for interior designers / Tad Crawford and Eva Doman Bruck.","Crawford, Tad, 1946-","Interior decoration firms United States Management, Interior decoration Forms","Allworth Press,","[2013]"
"Physical","Horizon","BOOK","2016","10","1","Eddie : my life, my loves / Eddie Fisher.","Fisher, Eddie","Fisher Eddie, Singers United States Biography","Harper & Row,","c1981."
"Physical","Horizon","BOOK","2016","10","1","The action of subtraction / by Brian P. Cleary ; illustrations by Brian Gable.","Cleary, Brian P., 1959-","Subtraction Juvenile literature, Counting out rhymes Juvenile literature, Counting out rhymes","Millbrook Press,","2006."
"Physical","Horizon","BOOK","2016","10","1","Godmother : a novel / Carolyn Turgeon.","Turgeon, Carolyn","Fairies Fiction, Older women Fiction, New York N Y Fiction, Fantasy fiction, Love stories","Three Rivers Press,","c2009."
"Digital","Freegal","SONG","2016","10","1","Flor de Lis","Djavan",,,
"Digital","OverDrive","EBOOK","2016","10","1","Six","M.M. Vaughan","Juvenile Fiction","Simon & Schuster, Inc.","2015"
"Digital","OverDrive","AUDIOBOOK","2016","10","2","The Metamorphosis (Unabridged)","Franz Kafka","Classic Literature, Fiction","Blackstone Audio, Inc.","2011"
"Digital","OverDrive","EBOOK","2016","10","3","Certain Prey: Prey Series, Book 10","John Sandford","Fiction, Thriller","Penguin Group (USA), Inc.","2011"
"Physical","Horizon","BOOK","2016","10","1","Murder at the Pentagon / Margaret Truman.","Truman, Margaret, 1924-2008,","Pentagon Va Fiction, Smith Mac Fictitious character Fiction, Reed Smith Annabel Fictitious character Fiction, Women art dealers Washington D C Fiction, Law teachers Washington D C Fiction, Washington D C Fiction, Mystery fiction","Fawcett Crest,","[1993]"
"Physical","Horizon","BOOK","2016","10","1","Zen confidential : confessions of a wayward monk / Shozan Jack Haubner.","Haubner, Shozan Jack","Haubner Shozan Jack, Zen Buddhists United States Biography, Buddhist monks United States Biography","Shambhala,","2013."
"Physical","Horizon","VIDEODISC","2016","10","11","Howard Hawks' Gentlemen prefer blondes [videorecording] / Twentieth Century Fox ; produced by Sol C. Siegel ; screen play by Charles Lederer ; directed by Howard Hawks.",,"Showgirls Drama, Cruise ships Drama, Man woman relationships Drama, Feature films, Musical films, Video recordings for the hearing impaired, Comedy films","Twentieth Century Fox Home Entertainment,","[2006]"
"Physical","Horizon","SOUNDDISC","2016","10","3","Shockwave supernova [sound recording] / Joe Satriani.","Satriani, Joe","Rock music 2011 2020, Rock music","Legacy,","[2015]"
"Digital","OverDrive","EBOOK","2016","10","1","Girl Talk: 52 Weekly Devotions","Lois Walfrid Johnson","Religion & Spirituality, Young Adult Nonfiction","Zondervan","2012"
"Physical","Horizon","SOUNDDISC","2016","10","1","Ebola : [the natural and human history of a deadly virus] / David Quammen.","Quammen, David, 1948-","Ebola virus disease Popular works, Epidemics History Popular works","Brilliance Audio,","[2014]"
"Physical","Horizon","BOOK","2016","10","1","Guilt by degrees [text (large print)] : a novel / Marcia Clark.","Clark, Marcia","Knight Rachel Fictitious character Fiction, Murder Investigation Fiction, Homeless persons Crimes against Fiction, Legal stories, Suspense fiction, Large type books, Mystery fiction","Little, Brown and Company,","c2012."
"Physical","Horizon","BOOK","2016","10","1","No regrets : and other true cases / Ann Rule","Rule, Ann","Large type books, Murder United States Case studies, Cold Cases Criminal investigation United States Case studies, Criminology, True crime stories","Thorndike Press,","2007, c2006."
"Digital","OverDrive","AUDIOBOOK","2016","10","5","Girls in White Dresses (Unabridged)","JENNIFER CLOSE","Fiction, Humor (Fiction)","Books on Tape","2011"
"Physical","Horizon","SOUNDDISC","2016","10","3","The Venetians [sound recording] : [a new history from Marco Polo to Casanova] / Paul Strathern.","Strathern, Paul, 1940-","Venice Italy History, Venice Italy Biography, Audiobooks","Tantor Media, Inc.,","p2014."
"Physical","Horizon","BOOK","2016","10","2","Gluten-free on a shoestring, quick and easy : 100 recipes for the food you love--fast! / Nicole Hunn.","Hunn, Nicole","Gluten free diet Recipes, Cookbooks","Da Capo Lifelong, a member of the Perseus Books Group,","2012."
"Physical","Horizon","BOOK","2016","10","1","Steps / Jerzy Kosinski.","Kosinski, Jerzy, 1933-1991","Exiles Fiction, Autobiographical fiction","Grove Press,","1997."
"Physical","Horizon","VIDEODISC","2016","10","1","Bes vakit [videorecording] = Times and winds / Kino International ; Atlantik Film ; T.C. Kultur ve Turizm Bakanligi ; sunar, Omer Atay ; yazan & yoneten, Reha Erdem.",,"Turkey Drama, Feature films, Fiction films, Coming of age films","Kino,","2008."
"Physical","Horizon","BOOK","2016","10","1","The new kid / Mavis Jukes.","Jukes, Mavis","Moving Household Juvenile fiction, Schools Fiction, Friendship Fiction, Single parent families Juvenile fiction","Alfred A. Knopf,","2011."
"Physical","Horizon","BOOK","2016","10","1","Courtney Crumrin. Volume 5, The witch next door / written and illustrated by Ted Naifeh ; colored by Warren Wucinich ; edited by Jill Beaton ; designed by Keith Wood.","Naifeh, Ted","Crumrin Courtney Fictitious character Comic books strips etc, Girls Comic books strips etc, Supernatural Comic books strips etc, Magic Comic books strips etc, Witches Comic books strips etc, Horror comic books strips etc, Graphic novels","Oni Press,","2014."
"Physical","Horizon","BOOK","2016","10","1","American fantastic tales : terror and the uncanny from Poe to the pulps / Peter Straub, editor.",,"Fantasy fiction American, Horror tales American, Short stories","Library of America,","c2009."
"Physical","Horizon","BOOK","2016","10","1","Fairy Tail. 41 / Hiro Mashima ; translation: William Flanagan.","Mashima, Hiro, 1977-","Wizards Comic books strips etc, Magic Comic books strips etc, Guilds Comic books strips etc, Fantasy comic books strips etc, Comic books strips etc, Graphic novels","Kodansha Comics, an imprint of Kodansha USA Publishing, LLC,","[2014]"
"Physical","Horizon","BOOK","2016","10","7","Dear Primo : a letter to my cousin / Duncan Tonatiuh.","Tonatiuh, Duncan","Cousins Juvenile fiction, City and town life New York State New York Juvenile fiction, Country life Mexico Juvenile fiction, Mexican Americans Juvenile fiction, Letters Juvenile fiction, New York N Y Fiction, Mexico Juvenile fiction","Abrams Books for Young Readers,","c2010."
